,Country/Currency,currency,value,date
11793,Morocco Dirham,MAD,10.625012,04/03/2022
11794,Mozambique New Metical,MZN,70.364783,04/03/2022
11795,Myanmar Kyat,MMK,1963.869436,04/03/2022
11796,NL Antilles Guilder,ANG,1.99045,04/03/2022
11797,Namibia Dollar,NAD,16.827828,04/03/2022
11798,Nepal Rupee,NPR,134.288871,04/03/2022
11799,New Zealand Dollar,NZD,1.622805,04/03/2022
11800,Nicaragua Cordoba Oro,NIO,39.489226,04/03/2022
11801,Nigeria Naira,NGN,459.460127,04/03/2022
11802,North Korea Won,KPW,992.140455,04/03/2022
11803,Norway Kroner,NOK,9.871741,04/03/2022
11804,Oman Rial,OMR,0.424431,04/03/2022
11805,Pakistan Rupee,PKR,197.001844,04/03/2022
11806,Panama Balboa,PAB,1.10446,04/03/2022
11807,Papua New Guinea Kina,PGK,3.911566,04/03/2022
11808,Paraguay Guarani,PYG,7690.342738,04/03/2022
11809,Peru Nuevo Sol,PEN,4.141296,04/03/2022
11810,Philippines Peso,PHP,56.983086,04/03/2022
11811,Poland Zloty,PLN,4.838693,04/03/2022
11812,Qatar Rial,QAR,4.013744,04/03/2022
11813,Romania New Lei,RON,4.95001,04/03/2022
11814,Russia Rouble,RUB,121.261487,04/03/2022
11815,Rwanda Franc,RWF,1119.950633,04/03/2022
11816,Samoa Tala,WST,2.87979,04/03/2022
11817,Sao Tome/Principe Dobra,STD,22817.000803,04/03/2022
11818,Saudi Arabia Riyal,SAR,4.136028,04/03/2022
11819,Serbia Dinar,RSD,117.667632,04/03/2022
11820,Seychelles Rupee,SCR,15.874181,04/03/2022
11821,Sierra Leone Leone,SLL,12842.704745,04/03/2022
11822,Singapore Dollar,SGD,1.499339,04/03/2022
11823,Solomon Islands Dollar,SBD,8.890198,04/03/2022
11824,Somali Shilling,SOS,645.994143,04/03/2022
11825,South Africa Rand,ZAR,16.804766,04/03/2022
11826,South Korea Won,KRW,1335.723994,04/03/2022
11827,Sri Lanka Rupee,LKR,223.655213,04/03/2022
11828,St Helena Pound,SHP,1.518419,04/03/2022
11829,Sudan Pound,SDG,492.216186,04/03/2022
11830,Suriname Dollar,SRD,22.505013,04/03/2022
11831,Swaziland Lilangeni,SZL,16.873448,04/03/2022
11832,Sweden Krona,SEK,10.800533,04/03/2022
11833,Syria Pound,SYP,2769.173519,04/03/2022
11834,Taiwan Dollar,TWD,30.990603,04/03/2022
11835,Tanzania Shilling,TZS,2556.742184,04/03/2022
11836,Thailand Baht,THB,35.995976,04/03/2022
11837,Tonga Pa'anga,TOP,2.508626,04/03/2022
11838,Trinidad/Tobago Dollar,TTD,7.495165,04/03/2022
11839,Tunisia Dinar,TND,3.226114,04/03/2022
11840,Turkish New Lira,TRY,15.572419,04/03/2022
11841,Uganda Shilling,UGX,3933.997815,04/03/2022
11842,Ukraine Hryvnia,UAH,33.187994,04/03/2022
11843,Uruguay Peso,UYU,46.993597,04/03/2022
11844,United Arab Emirates Dirham,AED,4.049142,04/03/2022
11845,Vanuatu Vatu,VUV,125.308876,04/03/2022
11846,Vietnam Dong,VND,25178.315612,04/03/2022
11847,Yemen Rial,YER,275.869824,04/03/2022
11848,Zambia Kwacha,ZMK,9922.719545,04/03/2022
11849,Australia Dollar,AUD,1.485238,05/03/2022
11850,Great Britain Pound,GBP,0.827646,05/03/2022
11851,Euro,EUR,1.0,05/03/2022
11852,Japan Yen,JPY,125.695906,05/03/2022
11853,Switzerland Franc,CHF,1.003198,05/03/2022
11854,USA Dollar,USD,1.094769,05/03/2022
11855,Afghanistan Afghani,AFN,98.761801,05/03/2022
11856,Albania Lek,ALL,123.557487,05/03/2022
11857,Algeria Dinar,DZD,156.190776,05/03/2022
11858,Angola Kwanza,AOA,521.360624,05/03/2022
11859,Argentina Peso,ARS,118.846708,05/03/2022
11860,Armenia Dram,AMD,553.533133,05/03/2022
11861,Aruba Florin,AWG,1.970857,05/03/2022
11862,Azerbaijan New Manat,AZN,1.865453,05/03/2022
11863,Bahamas Dollar,BSD,1.100071,05/03/2022
11864,Bahrain Dinar,BHD,0.412827,05/03/2022
11865,Bangladesh Taka,BDT,94.761717,05/03/2022
11866,Barbados Dollar,BBD,2.221088,05/03/2022
11867,Belarus Ruble,BYR,21457.465501,05/03/2022
11868,Belize Dollar,BZD,2.21728,05/03/2022
11869,Bermuda Dollar,BMD,1.094769,05/03/2022
11870,Bhutan Ngultrum,BTN,83.803407,05/03/2022
11871,Bolivia Boliviano,BOB,7.562684,05/03/2022
11872,Bosnia Mark,BAM,1.960232,05/03/2022
11873,Botswana Pula,BWP,12.858277,05/03/2022
11874,Brazil Real,BRL,5.542612,05/03/2022
11875,Brunei Dollar,BND,1.495759,05/03/2022
11876,Bulgaria Lev,BGN,1.960555,05/03/2022
11877,Burundi Franc,BIF,2199.49967,05/03/2022
11878,CFA Franc BCEAO,XOF,657.433474,05/03/2022
11879,CFA Franc BEAC,XAF,657.433474,05/03/2022
11880,CFP Franc,XPF,120.014054,05/03/2022
11881,Cambodia Riel,KHR,4471.642482,05/03/2022
11882,Canada Dollar,CAD,1.39432,05/03/2022
11883,Cape Verde Escudo,CVE,110.513192,05/03/2022
11884,Cayman Islands Dollar,KYD,0.916759,05/03/2022
11885,Chili Peso,CLP,881.422913,05/03/2022
11886,China Yuan/Renminbi,CNY,6.916424,05/03/2022
11887,Colombia Peso,COP,4135.487541,05/03/2022
11888,Comoros Franc,KMF,493.686342,05/03/2022
11889,Congo Franc,CDF,2207.053991,05/03/2022
11890,Costa Rica Colon,CRC,707.799587,05/03/2022
11891,Croatia Kuna,HRK,7.573723,05/03/2022
11892,Cuba Convertible Peso,CUC,1.094769,05/03/2022
11893,Cuba Peso,CUP,29.011369,05/03/2022
11894,Czech Koruna,CZK,25.774303,05/03/2022
11895,Denmark Krone,DKK,7.446972,05/03/2022
11896,Djibouti Franc,DJF,195.829798,05/03/2022
11897,Dominican Republich Peso,DOP,60.314455,05/03/2022
11898,East Caribbean Dollar,XCD,2.958667,05/03/2022
11899,Egypt Pound,EGP,17.182589,05/03/2022
11900,El Salvador Colon,SVC,9.625617,05/03/2022
11901,Ethiopia Birr,ETB,56.405176,05/03/2022
11902,Falkland Islands Pound,FKP,0.796904,05/03/2022
11903,Fiji Dollar,FJD,2.3092,05/03/2022
11904,Gambia Dalasi,GMD,58.296857,05/03/2022
11905,Georgia Lari,GEL,3.667903,05/03/2022
11906,Ghana New Cedi,GHS,7.755217,05/03/2022
11907,Gibraltar Pound,GIP,0.796904,05/03/2022
11908,Guatemala Quetzal,GTQ,8.481147,05/03/2022
11909,Guinea Franc,GNF,9871.068595,05/03/2022
11910,Guyana Dollar,GYD,230.146867,05/03/2022
11911,Haiti Gourde,HTG,115.102499,05/03/2022
11912,Honduras Lempira,HNL,27.086832,05/03/2022
11913,Hong Kong Dollar,HKD,8.554829,05/03/2022
11914,Hungary Forint,HUF,388.199532,05/03/2022
11915,Iceland Krona,ISK,144.203349,05/03/2022
11916,India Rupee,INR,83.668246,05/03/2022
11917,Indonesia Rupiah,IDR,15746.276418,05/03/2022
11918,Iran Rial,IRR,46336.083413,05/03/2022
11919,Iraq Dinar,IQD,1605.505669,05/03/2022
11920,Israel New Shekel,ILS,3.593113,05/03/2022
11921,Jamaica Dollar,JMD,169.816376,05/03/2022
11922,Jordan Dinar,JOD,0.776234,05/03/2022
11923,Kazakhstan Tenge,KZT,561.360712,05/03/2022
11924,Kenya Shilling,KES,125.402932,05/03/2022
11925,Kuwait Dinar,KWD,0.332175,05/03/2022
11926,Kyrgyzstan Som,KGS,106.930109,05/03/2022
11927,Laos Kip,LAK,12610.721349,05/03/2022
11928,Lebanon Pound,LBP,1663.435769,05/03/2022
11929,Lesotho Loti,LSL,16.761326,05/03/2022
11930,Liberia Dollar,LRD,168.868482,05/03/2022
11931,Libya Dinar,LYD,5.086323,05/03/2022
11932,Macau Pataca,MOP,8.854385,05/03/2022
11933,Macedonia Denar,MKD,61.753687,05/03/2022
11934,Malagasy Ariary,MGA,4398.999339,05/03/2022
11935,Malawi Kwacha,MWK,884.03538,05/03/2022
11936,Malaysia Ringgit,MYR,4.573986,05/03/2022
11937,Maldives Rufiyaa,MVR,16.91459,05/03/2022
11938,Mauritania Ouguiya,MRO,390.832219,05/03/2022
11939,Mauritius Rupee,MUR,48.45883,05/03/2022
11940,Mexico Peso,MXN,22.933488,05/03/2022
11941,Moldova Leu,MDL,20.212995,05/03/2022
11942,Mongolia Tugrik,MNT,3129.758728,05/03/2022
11943,Morocco Dirham,MAD,10.661444,05/03/2022
11944,Mozambique New Metical,MZN,69.879496,05/03/2022
11945,Myanmar Kyat,MMK,1956.010438,05/03/2022
11946,NL Antilles Guilder,ANG,1.982552,05/03/2022
11947,Namibia Dollar,NAD,16.761321,05/03/2022
11948,Nepal Rupee,NPR,134.08513,05/03/2022
11949,New Zealand Dollar,NZD,1.59625,05/03/2022
11950,Nicaragua Cordoba Oro,NIO,39.331331,05/03/2022
11951,Nigeria Naira,NGN,458.150144,05/03/2022
11952,North Korea Won,KPW,985.291955,05/03/2022
11953,Norway Kroner,NOK,9.799707,05/03/2022
11954,Oman Rial,OMR,0.421667,05/03/2022
11955,Pakistan Rupee,PKR,196.052097,05/03/2022
11956,Panama Balboa,PAB,1.100071,05/03/2022
11957,Papua New Guinea Kina,PGK,3.876005,05/03/2022
11958,Paraguay Guarani,PYG,7660.403851,05/03/2022
11959,Peru Nuevo Sol,PEN,4.103616,05/03/2022
11960,Philippines Peso,PHP,56.873642,05/03/2022
11961,Poland Zloty,PLN,4.916169,05/03/2022
11962,Qatar Rial,QAR,3.986095,05/03/2022
11963,Romania New Lei,RON,4.956569,05/03/2022
11964,Russia Rouble,RUB,135.751685,05/03/2022
11965,Rwanda Franc,RWF,1133.024564,05/03/2022
11966,Samoa Tala,WST,2.859911,05/03/2022
11967,Sao Tome/Principe Dobra,STD,22659.500685,05/03/2022
11968,Saudi Arabia Riyal,SAR,4.107711,05/03/2022
11969,Serbia Dinar,RSD,117.871718,05/03/2022
11970,Seychelles Rupee,SCR,15.770417,05/03/2022
11971,Sierra Leone Leone,SLL,12726.685904,05/03/2022
11972,Singapore Dollar,SGD,1.489159,05/03/2022
11973,Solomon Islands Dollar,SBD,8.821717,05/03/2022
11974,Somali Shilling,SOS,639.345261,05/03/2022
11975,South Africa Rand,ZAR,16.879778,05/03/2022
11976,South Korea Won,KRW,1332.25138,05/03/2022
11977,Sri Lanka Rupee,LKR,221.655197,05/03/2022
11978,St Helena Pound,SHP,1.507939,05/03/2022
11979,Sudan Pound,SDG,488.267189,05/03/2022
11980,Suriname Dollar,SRD,22.410466,05/03/2022
11981,Swaziland Lilangeni,SZL,16.884119,05/03/2022
11982,Sweden Krona,SEK,10.730649,05/03/2022
11983,Syria Pound,SYP,2750.058598,05/03/2022
11984,Taiwan Dollar,TWD,30.803547,05/03/2022
11985,Tanzania Shilling,TZS,2546.559101,05/03/2022
11986,Thailand Baht,THB,35.78146,05/03/2022
11987,Tonga Pa'anga,TOP,2.488523,05/03/2022
11988,Trinidad/Tobago Dollar,TTD,7.465967,05/03/2022
11989,Tunisia Dinar,TND,3.226835,05/03/2022
11990,Turkish New Lira,TRY,15.53094,05/03/2022
11991,Uganda Shilling,UGX,3938.044119,05/03/2022
11992,Ukraine Hryvnia,UAH,33.055737,05/03/2022
11993,Uruguay Peso,UYU,47.009575,05/03/2022
11994,United Arab Emirates Dirham,AED,4.021199,05/03/2022
11995,Vanuatu Vatu,VUV,124.4439,05/03/2022
11996,Vietnam Dong,VND,25004.515921,05/03/2022
11997,Yemen Rial,YER,273.966253,05/03/2022
11998,Zambia Kwacha,ZMK,9854.235488,05/03/2022
11999,Australia Dollar,AUD,1.485238,06/03/2022
12000,Great Britain Pound,GBP,0.827646,06/03/2022
12001,Euro,EUR,1.0,06/03/2022
12002,Japan Yen,JPY,125.695906,06/03/2022
12003,Switzerland Franc,CHF,1.003198,06/03/2022
12004,USA Dollar,USD,1.094769,06/03/2022
12005,Afghanistan Afghani,AFN,98.761801,06/03/2022
12006,Albania Lek,ALL,123.557487,06/03/2022
12007,Algeria Dinar,DZD,156.190776,06/03/2022
12008,Angola Kwanza,AOA,521.360624,06/03/2022
12009,Argentina Peso,ARS,118.846708,06/03/2022
12010,Armenia Dram,AMD,553.533133,06/03/2022
12011,Aruba Florin,AWG,1.970857,06/03/2022
12012,Azerbaijan New Manat,AZN,1.865453,06/03/2022
12013,Bahamas Dollar,BSD,1.100071,06/03/2022
12014,Bahrain Dinar,BHD,0.412827,06/03/2022
12015,Bangladesh Taka,BDT,94.761717,06/03/2022
12016,Barbados Dollar,BBD,2.221088,06/03/2022
12017,Belarus Ruble,BYR,21457.465501,06/03/2022
12018,Belize Dollar,BZD,2.21728,06/03/2022
12019,Bermuda Dollar,BMD,1.094769,06/03/2022
12020,Bhutan Ngultrum,BTN,83.803407,06/03/2022
12021,Bolivia Boliviano,BOB,7.562684,06/03/2022
12022,Bosnia Mark,BAM,1.960232,06/03/2022
12023,Botswana Pula,BWP,12.858277,06/03/2022
12024,Brazil Real,BRL,5.544068,06/03/2022
12025,Brunei Dollar,BND,1.495759,06/03/2022
12026,Bulgaria Lev,BGN,1.961165,06/03/2022
12027,Burundi Franc,BIF,2199.49967,06/03/2022
12028,CFA Franc BCEAO,XOF,657.433474,06/03/2022
12029,CFA Franc BEAC,XAF,657.433474,06/03/2022
12030,CFP Franc,XPF,120.014054,06/03/2022
12031,Cambodia Riel,KHR,4471.642482,06/03/2022
12032,Canada Dollar,CAD,1.39432,06/03/2022
12033,Cape Verde Escudo,CVE,110.513192,06/03/2022
12034,Cayman Islands Dollar,KYD,0.916759,06/03/2022
12035,Chili Peso,CLP,881.422913,06/03/2022
12036,China Yuan/Renminbi,CNY,6.916424,06/03/2022
12037,Colombia Peso,COP,4135.487541,06/03/2022
12038,Comoros Franc,KMF,493.686342,06/03/2022
12039,Congo Franc,CDF,2207.053991,06/03/2022
12040,Costa Rica Colon,CRC,707.799587,06/03/2022
12041,Croatia Kuna,HRK,7.573723,06/03/2022
12042,Cuba Convertible Peso,CUC,1.094769,06/03/2022
12043,Cuba Peso,CUP,29.011369,06/03/2022
12044,Czech Koruna,CZK,25.774303,06/03/2022
12045,Denmark Krone,DKK,7.446972,06/03/2022
12046,Djibouti Franc,DJF,195.829798,06/03/2022
12047,Dominican Republich Peso,DOP,60.314455,06/03/2022
12048,East Caribbean Dollar,XCD,2.958667,06/03/2022
12049,Egypt Pound,EGP,17.182589,06/03/2022
12050,El Salvador Colon,SVC,9.625617,06/03/2022
12051,Ethiopia Birr,ETB,56.405176,06/03/2022
12052,Falkland Islands Pound,FKP,0.796904,06/03/2022
12053,Fiji Dollar,FJD,2.3092,06/03/2022
12054,Gambia Dalasi,GMD,58.296857,06/03/2022
12055,Georgia Lari,GEL,3.667903,06/03/2022
12056,Ghana New Cedi,GHS,7.755217,06/03/2022
12057,Gibraltar Pound,GIP,0.796904,06/03/2022
12058,Guatemala Quetzal,GTQ,8.481147,06/03/2022
12059,Guinea Franc,GNF,9871.068595,06/03/2022
12060,Guyana Dollar,GYD,230.146867,06/03/2022
12061,Haiti Gourde,HTG,115.102499,06/03/2022
12062,Honduras Lempira,HNL,27.086832,06/03/2022
12063,Hong Kong Dollar,HKD,8.554829,06/03/2022
12064,Hungary Forint,HUF,388.199532,06/03/2022
12065,Iceland Krona,ISK,144.203349,06/03/2022
12066,India Rupee,INR,83.668246,06/03/2022
12067,Indonesia Rupiah,IDR,15746.276418,06/03/2022
12068,Iran Rial,IRR,46336.083413,06/03/2022
12069,Iraq Dinar,IQD,1605.505669,06/03/2022
12070,Israel New Shekel,ILS,3.593113,06/03/2022
12071,Jamaica Dollar,JMD,169.816376,06/03/2022
12072,Jordan Dinar,JOD,0.776234,06/03/2022
12073,Kazakhstan Tenge,KZT,561.360712,06/03/2022
12074,Kenya Shilling,KES,125.402932,06/03/2022
12075,Kuwait Dinar,KWD,0.332175,06/03/2022
12076,Kyrgyzstan Som,KGS,106.930109,06/03/2022
12077,Laos Kip,LAK,12610.721349,06/03/2022
12078,Lebanon Pound,LBP,1663.435769,06/03/2022
12079,Lesotho Loti,LSL,16.761326,06/03/2022
12080,Liberia Dollar,LRD,168.868482,06/03/2022
12081,Libya Dinar,LYD,5.086323,06/03/2022
12082,Macau Pataca,MOP,8.854385,06/03/2022
12083,Macedonia Denar,MKD,61.753687,06/03/2022
12084,Malagasy Ariary,MGA,4398.999339,06/03/2022
12085,Malawi Kwacha,MWK,884.03538,06/03/2022
12086,Malaysia Ringgit,MYR,4.573986,06/03/2022
12087,Maldives Rufiyaa,MVR,16.91459,06/03/2022
12088,Mauritania Ouguiya,MRO,390.832219,06/03/2022
12089,Mauritius Rupee,MUR,48.45883,06/03/2022
12090,Mexico Peso,MXN,22.933488,06/03/2022
12091,Moldova Leu,MDL,20.212995,06/03/2022
12092,Mongolia Tugrik,MNT,3129.758728,06/03/2022
12093,Morocco Dirham,MAD,10.661444,06/03/2022
12094,Mozambique New Metical,MZN,69.879496,06/03/2022
12095,Myanmar Kyat,MMK,1956.010438,06/03/2022
12096,NL Antilles Guilder,ANG,1.982552,06/03/2022
12097,Namibia Dollar,NAD,16.761321,06/03/2022
12098,Nepal Rupee,NPR,134.08513,06/03/2022
12099,New Zealand Dollar,NZD,1.595292,06/03/2022
12100,Nicaragua Cordoba Oro,NIO,39.331331,06/03/2022
12101,Nigeria Naira,NGN,458.150144,06/03/2022
12102,North Korea Won,KPW,985.291955,06/03/2022
12103,Norway Kroner,NOK,9.789197,06/03/2022
12104,Oman Rial,OMR,0.421667,06/03/2022
12105,Pakistan Rupee,PKR,196.052097,06/03/2022
12106,Panama Balboa,PAB,1.100071,06/03/2022
12107,Papua New Guinea Kina,PGK,3.876005,06/03/2022
12108,Paraguay Guarani,PYG,7660.403851,06/03/2022
12109,Peru Nuevo Sol,PEN,4.103616,06/03/2022
12110,Philippines Peso,PHP,56.873642,06/03/2022
12111,Poland Zloty,PLN,4.90809,06/03/2022
12112,Qatar Rial,QAR,3.986095,06/03/2022
12113,Romania New Lei,RON,4.956569,06/03/2022
12114,Russia Rouble,RUB,135.751685,06/03/2022
12115,Rwanda Franc,RWF,1133.024564,06/03/2022
12116,Samoa Tala,WST,2.859911,06/03/2022
12117,Sao Tome/Principe Dobra,STD,22659.500685,06/03/2022
12118,Saudi Arabia Riyal,SAR,4.107711,06/03/2022
12119,Serbia Dinar,RSD,117.871718,06/03/2022
12120,Seychelles Rupee,SCR,15.770417,06/03/2022
12121,Sierra Leone Leone,SLL,12726.685904,06/03/2022
12122,Singapore Dollar,SGD,1.489159,06/03/2022
12123,Solomon Islands Dollar,SBD,8.821717,06/03/2022
12124,Somali Shilling,SOS,639.345261,06/03/2022
12125,South Africa Rand,ZAR,16.92462,06/03/2022
12126,South Korea Won,KRW,1332.25138,06/03/2022
12127,Sri Lanka Rupee,LKR,221.655197,06/03/2022
12128,St Helena Pound,SHP,1.507939,06/03/2022
12129,Sudan Pound,SDG,488.267189,06/03/2022
12130,Suriname Dollar,SRD,22.410466,06/03/2022
12131,Swaziland Lilangeni,SZL,16.884119,06/03/2022
12132,Sweden Krona,SEK,10.758675,06/03/2022
12133,Syria Pound,SYP,2750.058598,06/03/2022
12134,Taiwan Dollar,TWD,30.803547,06/03/2022
12135,Tanzania Shilling,TZS,2546.559101,06/03/2022
12136,Thailand Baht,THB,35.78146,06/03/2022
12137,Tonga Pa'anga,TOP,2.488523,06/03/2022
12138,Trinidad/Tobago Dollar,TTD,7.465967,06/03/2022
12139,Tunisia Dinar,TND,3.226835,06/03/2022
12140,Turkish New Lira,TRY,15.53094,06/03/2022
12141,Uganda Shilling,UGX,3938.044119,06/03/2022
12142,Ukraine Hryvnia,UAH,33.055737,06/03/2022
12143,Uruguay Peso,UYU,47.009575,06/03/2022
12144,United Arab Emirates Dirham,AED,4.021199,06/03/2022
12145,Vanuatu Vatu,VUV,124.4439,06/03/2022
12146,Vietnam Dong,VND,25004.515921,06/03/2022
12147,Yemen Rial,YER,273.966253,06/03/2022
12148,Zambia Kwacha,ZMK,9854.235488,06/03/2022
12149,Australia Dollar,AUD,1.466459,07/03/2022
12150,Great Britain Pound,GBP,0.822229,07/03/2022
12151,Euro,EUR,1.0,07/03/2022
12152,Japan Yen,JPY,124.768629,07/03/2022
12153,Switzerland Franc,CHF,0.999207,07/03/2022
12154,USA Dollar,USD,1.085128,07/03/2022
12155,Afghanistan Afghani,AFN,97.892119,07/03/2022
12156,Albania Lek,ALL,122.469458,07/03/2022
12157,Algeria Dinar,DZD,154.815383,07/03/2022
12158,Angola Kwanza,AOA,516.769544,07/03/2022
12159,Argentina Peso,ARS,118.579612,07/03/2022
12160,Armenia Dram,AMD,548.658802,07/03/2022
12161,Aruba Florin,AWG,1.953502,07/03/2022
12162,Azerbaijan New Manat,AZN,1.842577,07/03/2022
12163,Bahamas Dollar,BSD,1.090383,07/03/2022
12164,Bahrain Dinar,BHD,0.409192,07/03/2022
12165,Bangladesh Taka,BDT,93.92726,07/03/2022
12166,Barbados Dollar,BBD,2.20153,07/03/2022
12167,Belarus Ruble,BYR,21268.514222,07/03/2022
12168,Belize Dollar,BZD,2.197755,07/03/2022
12169,Bermuda Dollar,BMD,1.085128,07/03/2022
12170,Bhutan Ngultrum,BTN,83.065447,07/03/2022
12171,Bolivia Boliviano,BOB,7.496089,07/03/2022
12172,Bosnia Mark,BAM,1.942971,07/03/2022
12173,Botswana Pula,BWP,12.745049,07/03/2022
12174,Brazil Real,BRL,5.493356,07/03/2022
12175,Brunei Dollar,BND,1.482588,07/03/2022
12176,Bulgaria Lev,BGN,1.943896,07/03/2022
12177,Burundi Franc,BIF,2180.1312,07/03/2022
12178,CFA Franc BCEAO,XOF,651.644212,07/03/2022
12179,CFA Franc BEAC,XAF,651.644212,07/03/2022
12180,CFP Franc,XPF,118.957174,07/03/2022
12181,Cambodia Riel,KHR,4432.265858,07/03/2022
12182,Canada Dollar,CAD,1.381233,07/03/2022
12183,Cape Verde Escudo,CVE,109.540029,07/03/2022
12184,Cayman Islands Dollar,KYD,0.908686,07/03/2022
12185,Chili Peso,CLP,875.872442,07/03/2022
12186,China Yuan/Renminbi,CNY,6.858116,07/03/2022
12187,Colombia Peso,COP,4156.052151,07/03/2022
12188,Comoros Franc,KMF,489.338043,07/03/2022
12189,Congo Franc,CDF,2187.618454,07/03/2022
12190,Costa Rica Colon,CRC,701.566808,07/03/2022
12191,Croatia Kuna,HRK,7.507025,07/03/2022
12192,Cuba Convertible Peso,CUC,1.085128,07/03/2022
12193,Cuba Peso,CUP,28.755899,07/03/2022
12194,Czech Koruna,CZK,25.762681,07/03/2022
12195,Denmark Krone,DKK,7.439542,07/03/2022
12196,Djibouti Franc,DJF,194.105349,07/03/2022
12197,Dominican Republich Peso,DOP,59.783335,07/03/2022
12198,East Caribbean Dollar,XCD,2.932614,07/03/2022
12199,Egypt Pound,EGP,17.143405,07/03/2022
12200,El Salvador Colon,SVC,9.540856,07/03/2022
12201,Ethiopia Birr,ETB,55.90848,07/03/2022
12202,Falkland Islands Pound,FKP,0.789887,07/03/2022
12203,Fiji Dollar,FJD,2.288861,07/03/2022
12204,Gambia Dalasi,GMD,57.783317,07/03/2022
12205,Georgia Lari,GEL,3.63476,07/03/2022
12206,Ghana New Cedi,GHS,7.686925,07/03/2022
12207,Gibraltar Pound,GIP,0.789886,07/03/2022
12208,Guatemala Quetzal,GTQ,8.406463,07/03/2022
12209,Guinea Franc,GNF,9784.14542,07/03/2022
12210,Guyana Dollar,GYD,228.120228,07/03/2022
12211,Haiti Gourde,HTG,114.088923,07/03/2022
12212,Honduras Lempira,HNL,26.848309,07/03/2022
12213,Hong Kong Dollar,HKD,8.480576,07/03/2022
12214,Hungary Forint,HUF,388.082024,07/03/2022
12215,Iceland Krona,ISK,143.98918,07/03/2022
12216,India Rupee,INR,83.21306,07/03/2022
12217,Indonesia Rupiah,IDR,15647.658262,07/03/2022
12218,Iran Rial,IRR,45689.325861,07/03/2022
12219,Iraq Dinar,IQD,1591.367823,07/03/2022
12220,Israel New Shekel,ILS,3.561956,07/03/2022
12221,Jamaica Dollar,JMD,168.320998,07/03/2022
12222,Jordan Dinar,JOD,0.769329,07/03/2022
12223,Kazakhstan Tenge,KZT,556.417453,07/03/2022
12224,Kenya Shilling,KES,123.704837,07/03/2022
12225,Kuwait Dinar,KWD,0.32925,07/03/2022
12226,Kyrgyzstan Som,KGS,105.988495,07/03/2022
12227,Laos Kip,LAK,12499.673195,07/03/2022
12228,Lebanon Pound,LBP,1648.787799,07/03/2022
12229,Lesotho Loti,LSL,16.61313,07/03/2022
12230,Liberia Dollar,LRD,167.381561,07/03/2022
12231,Libya Dinar,LYD,5.041534,07/03/2022
12232,Macau Pataca,MOP,8.776415,07/03/2022
12233,Macedonia Denar,MKD,61.209893,07/03/2022
12234,Malagasy Ariary,MGA,4360.262399,07/03/2022
12235,Malawi Kwacha,MWK,876.250695,07/03/2022
12236,Malaysia Ringgit,MYR,4.534533,07/03/2022
12237,Maldives Rufiyaa,MVR,16.765764,07/03/2022
12238,Mauritania Ouguiya,MRO,387.390608,07/03/2022
12239,Mauritius Rupee,MUR,48.017036,07/03/2022
12240,Mexico Peso,MXN,22.78102,07/03/2022
12241,Moldova Leu,MDL,20.035002,07/03/2022
12242,Mongolia Tugrik,MNT,3102.198534,07/03/2022
12243,Morocco Dirham,MAD,10.567561,07/03/2022
12244,Mozambique New Metical,MZN,69.263918,07/03/2022
12245,Myanmar Kyat,MMK,1938.786098,07/03/2022
12246,NL Antilles Guilder,ANG,1.965094,07/03/2022
12247,Namibia Dollar,NAD,16.613574,07/03/2022
12248,Nepal Rupee,NPR,132.904397,07/03/2022
12249,New Zealand Dollar,NZD,1.574152,07/03/2022
12250,Nicaragua Cordoba Oro,NIO,38.984985,07/03/2022
12251,Nigeria Naira,NGN,451.31595,07/03/2022
12252,North Korea Won,KPW,976.615619,07/03/2022
12253,Norway Kroner,NOK,9.762855,07/03/2022
12254,Oman Rial,OMR,0.417954,07/03/2022
12255,Pakistan Rupee,PKR,194.325691,07/03/2022
12256,Panama Balboa,PAB,1.090383,07/03/2022
12257,Papua New Guinea Kina,PGK,3.841873,07/03/2022
12258,Paraguay Guarani,PYG,7592.947464,07/03/2022
12259,Peru Nuevo Sol,PEN,4.06748,07/03/2022
12260,Philippines Peso,PHP,56.389233,07/03/2022
12261,Poland Zloty,PLN,4.937537,07/03/2022
12262,Qatar Rial,QAR,3.950936,07/03/2022
12263,Romania New Lei,RON,4.918777,07/03/2022
12264,Russia Rouble,RUB,115.567964,07/03/2022
12265,Rwanda Franc,RWF,1123.047316,07/03/2022
12266,Samoa Tala,WST,2.834727,07/03/2022
12267,Sao Tome/Principe Dobra,STD,22459.964461,07/03/2022
12268,Saudi Arabia Riyal,SAR,4.071616,07/03/2022
12269,Serbia Dinar,RSD,116.833757,07/03/2022
12270,Seychelles Rupee,SCR,15.631545,07/03/2022
12271,Sierra Leone Leone,SLL,12614.616005,07/03/2022
12272,Singapore Dollar,SGD,1.47986,07/03/2022
12273,Solomon Islands Dollar,SBD,8.744034,07/03/2022
12274,Somali Shilling,SOS,633.715158,07/03/2022
12275,South Africa Rand,ZAR,16.675996,07/03/2022
12276,South Korea Won,KRW,1329.428656,07/03/2022
12277,Sri Lanka Rupee,LKR,219.703334,07/03/2022
12278,St Helena Pound,SHP,1.494656,07/03/2022
12279,Sudan Pound,SDG,483.967489,07/03/2022
12280,Suriname Dollar,SRD,22.213116,07/03/2022
12281,Swaziland Lilangeni,SZL,16.73544,07/03/2022
12282,Sweden Krona,SEK,10.808681,07/03/2022
